Name,Address,Cuisine,Attire,Description,Website,Image_URL,Latitude,Longitude
Joe's Stone Crab,"3500 Las Vegas Blvd S, Las Vegas, NV 89109",Seafood,Nice,"Go for the seafood or steaks, and stay for the peppermint ice cream. Seriously. One of the best Cosmopolitans in Las Vegas, and the overall experience is old school at its finest. It's worth mentioning how incredible their crab cakes are, too.",https://www.joes.net,https://lh3.googleusercontent.com/gps-cs-s/AHVAweokLFc6exqlN0kkznMosUw8sHzMk7VI1VVlMQmChsBpTbJ3qh3HRq__l4cgR-cnBoCn1E_iBnyw1pw1wjxrxA5zH2WvkNbVMXXfoUi4JhhVvcSnJwAFyffN8ZOmx6ZWgdwtVK1Cc-teTR4=w243-h174-n-k-no-nu,,
Delmonico's,"3355 S Las Vegas Blvd, Las Vegas, NV 89109",Steakhouse,Fancy but not black tie,"Emril Lagasse has done it again. This would be one of the restaurants I am positive he is proud to have his name on the front of. The steaks here are of course phenomenal, but so is the staff and the atmosphere. It's the type of place where you know for sure that everyone loves working there and has a passion for the cuisine. The drinks are strong, the vibe lively, and the bacon appetizer is a fan favorite.",https://delmonicosteakhouse.com,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo5vW4dHlZk6B9BT4CwQsPgF92W1uYZ7E8ebi4WRP0Cv2iscR80u-lAfGS-cJ9jQnfjUZTRM-UVIQI_3HmgMK2rKhcKWTdOvdxX-PreapabtAN6mOz6zZ1g9ad6h62OC_fZYlq1xjWa7Ye-=w243-h203-n-k-no-nu,,
Eggslut,"Boulevard Tower, 3708 Las Vegas Blvd S Level 2, Las Vegas, NV 89109",Breakfast,Any,"It's totally worth it to stand in this line. Or, send your unlucky signifigant other to do it for you. The sandwiches are perfect, though it is worth noting that all the scrambled eggs are wet, if that's something that you care about. The hashbrowns are crispy on the outside and fluffy on the inside, and the fresh-squeezed orange juice is to die for. But, there's always a line.",https://www.eggslut.com,https://lh3.googleusercontent.com/p/AF1QipN2dlyThb4WJQwKyGg9li2SrIKNLjzJ8R4XGNZf=w243-h174-n-k-no-nu,,
Reata,"530 Throckmorton St, Fort Worth, TX 76102",Southern,Nice,"This is one of the only places you'll find upscale wild game on the menu, though that is more common in Texas in general. There's a great location in Downtown Fort Worth, and some of the most well-produced Southern-flare fine dining I've ever had. Don't be put off by the things you've never considered eating before, and try something different.",https://reata.net,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerPyPbTfieZnZZD_1rhVtowKsFdR2Xa4Hlv4gn0hLnzv3CYgKZGnK5yRu7h8Dc8mzwnP6ESgwwNKWSnxrV7-W5SRxLPjG6-hLarWxKsiWqWXAytmEvPYGLtm_JhDE8LgtIPa6kWWA=w289-h312-n-k-no,,
Wicked Butcher,"512 Main St, Fort Worth, TX 76102",Steakhouse,Chic,"Don't be startled by the bone marrow on the menu, or the iPad which holds a very extensive wine list. Wicked Butcher is a modern take on a traditional steakhouse that feels sleek and sophisticated, because it is. A bottle of O'Shaughnessy pairs well with every steak on the menu, and there's no chance you'll leave hungry.",https://www.wickedbutcher.com,https://lh3.googleusercontent.com/gps-cs-s/AHVAwermDH7ivOBH-un-L2WtJoX-mJWEmJhBVwfBheANo49yvjUt7B59R-p3bMDufdIFQz_cEBlOuQqzoKfmdXXTt3OxpruvKreQEESKmPp6xpoiKl8LdLTfe-1w2vqFlqezO4IFVFgjHg=w289-h312-n-k-no,,
Piola,"3700 Mattison Ave, Fort Worth, TX 76107",Italian,Nice-Casual,"In a renovated old house on the corner of a neighborhood sits this family institution. There's not a bad thing on the menu, and I'd heartily recommend going with a group to try more things. The Grandma's Lasagna is the stuff of legend- you're practically possessed by a Nonna when you eat it. ",https://fwpiola.com,https://lh3.googleusercontent.com/p/AF1QipOv3ZEk1KH9UaCH00g_jaMis0nNMpKN3xC97UqJ=w243-h244-n-k-no-nu,,
Murray's,"One Casino Drive, Suite 28, Paradise Island, Bahamas",Breakfast,Any,Murray's is some of the best breakfast on the island. The best part by far is the potato side to the omlettes and other eg dishes- something about the seasoning and the different veggies that are included in the sautee process are incredible. The environment is relaxed and perfect for easing into your vacation. ,https://www.atlantisbahamas.com/dining/casual-dining/murrays-deli,https://lh3.googleusercontent.com/p/AF1QipOMAAZrea-kzJ4SJapRyah8clXJ23EdQmoB3C1s=w243-h174-n-k-no-nu,,
Beatnik,"180 N Wacker Dr, Chicago, IL 60606",Mexican,Jeans and a going out top,"I went here with a dear friend of mine in the summer, and it is the perfect place to grab lunch on the riverfront, but it's even better for dinner. The atmosphere is lively, the dinner filling, and the drinks free-flowing. Part of the experience was the free shots from our waiter, but that's always a perk and not an expectation. The view is great and it's in the heart of downtown Chicago. ",https://beatnikontheriver.com,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo3x5YFzGXj3klBFMRIt7C255ZSuchLO-353L8gcARTEqDWZkW5ul256e4SeP50VJzRlPBugsTs1ZTEoSNHbPo1IkW2tOEolRd9X_z3u-9VyeIaY-TOGvGxkkVbJ5GuyRXe2UCesUxenCdv=w243-h244-n-k-no-nu,,
Birdland Jazz Club,"315 W 44th St, New York, NY 10036",Bar,Jeans and a going out top,"Birdland is to jazz as Billy Bob's is to country music. It's one of those legendary venues that can kick-start a career lightning fast, and the cocktails are exceptional. You never know what you're going to get, but definitely get a t-shirt.",https://www.birdlandjazz.com,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerCbfgJ9v8z0TSVHhr9htj1g6intWovxp8hHBF7vgOabglHSDsW8UGlV0mFnMjnxJy7gHZVIxlhWNq4Y53zm2gF1ZkhqNjYBfG2NYluwE2XYCbLMSOehoS04DLCvN0CRPV4IK9P3rNfptjh=w270-h312-n-k-no,,
Amalfi,"3570 Las Vegas Blvd S, Las Vegas, NV 89109",Italian,Chic,"I'm a D-1 Bobby Flay hater, so the fact that one of his restaurants is on this list is a feat. I deeply dislike him as a person, but I can grudgingly admit that he has put together a great menu and atmosphere in this Italian and Mediterrenean restaurant. The crispy artichokes are incredible and a perfectly light starter to an otherwise hearty meal. The eggplant is pleasantly tender, yet not soggy",https://www.caesars.com/caesars-palace/restaurants/amalfi-by-bobby-flay/,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer59ed_Z1PoInHaOx40HAhVj8dgm8Q1QqFNgYGG_tE3M0p9-nom9i6xL7H7qksZASw0TMMbeHJfEIzGyLoWUmXskjdjRoTK4KxsYKM2uU_7ekqwet38wyTObehrAvmJGzyD1O6-dg=s1360-w1360-h1020,,
Café Cliquot,"1 Rue Albert Thomas, 51100 Reims, France",Burgers,Chic,"This is the perfect end to the tour of the Cliquot caves. I'd recommend spending a lot of quality time in the gift shop so the wait dies down a litte bit after the tour ends, and the burger is unexpectedly fabulous. When I was there, they had recently launched the Rich champagne, meant to be served over ice, so the couple of glasses of that helped. I wouldn't try to order any other kinds of wine however... you're at Veuve Cliquot, so drink it.",https://www.veuveclicquot.com/en-us/cafeclicquot.html,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoDx0poYq0LLiBkBk1tnai7N2qkiQ6CpKfN0lD6w7WFoST-5ca8LWQSVEP-6n0jQyGiB_Qy3C6aJzThv71Oagi2R6P0M4HiO6YwwbU0dz1jZOdvBEJPJZiIvVbYCKUfzruxP7T7MCB7S0O7=w243-h174-n-k-no-nu,,
Café Jade,"10 Rue de Buci, 75006 Paris, France",Breakfast,Nice,"The breakfast here is perfect for the pre-shopping that's only ten minutes away at Le Bon Marche. Its reasonably priced, the tea and OJ are divine, and the croissants are warm. Can't go wrong here.",https://cafejadeparis.fr/en/accueil-english/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweowRh123ESChzJO9NLlrBAaJt3ZAzOA4IDW-9h6H5fLRkO2fJ4g4Q63fMcJPFgf6EYF7R1JgM2TPwuReUhjAjwz0gTeVOSKM246fkEOimxjF7aAe8tOpJYHhYlc5NyiVG12ktCvkVlCr7a_=w243-h174-n-k-no-nu,,
L'ouzeri Paris Odéon,"17 Rue Grégoire de Tours, 75006 Paris, France",Greek,Any,"Y'all seen My Big Fat Greek Wedding? Dining in this restaurant feels exactly like being at one of those family reunions. The staff seems all somehow related, and the food is delivered with a unique family kindness that is hard to find elsewhere. It's comforting, especially in a country that was not our own. The food itself is pretty average, but the experience elevated it signifigantly.",https://www.etsi-paris.fr/louzeri,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoALFeraevgdMb8EWIKXnvbwBc93ZXOOIt5aSJQlI1mScKVKZ_RMPAkTuIZTlEgB6feD_rUnS5Gc6HyVgCjc320YzTOReOS018JX50Bhws788Uq4ELoEan06A5zJOoycm0ncOR2wSeXIeBg=w243-h304-n-k-no-nu,,
The Henry,"Boulevard Tower, 3708 Las Vegas Blvd S Level 1, Las Vegas, NV 89109",Brunch,Casual,"Three words: tater tot nachos. Oh, and there's slow roasted short rib on top of them too. If you're there for breakfast, it's the same short rib that's on their eggs benedict and you're missing out if you don't get at least one of them. It's right across from a barbershop speakeasy in the Cosmopolitan, and they have some of the best breakfast cocktails this side of Vegas. A hangover can very easily be cured here.",https://cosmopolitanlasvegas.mgmresorts.com/en/restaurants/the-henry.html,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqFng2HKDkCCpEG4eAN7exlUtJu9ZctCPVT3ts_Jr6L5Ccrw0RBKPCYzL_lmFGS1eFvabKeayoN3m62Gc8tj15fSMlyr7K3lRmEkdbuIFkN_rsh6tOubaCxW8MWlZj2cOi1aaqY=w289-h312-n-k-no,,
Beauty & Essex,"The Cosmopolitan of Las Vegas, 3708 Las Vegas Blvd S, Las Vegas, NV 89109",Steakhouse,Nice,"There are several locations across the country, all with a similar vibe. It's a pawn shop in the front, where you can actually buy the things in the display case, but you give the person behind the counter a nod and a door with a huge guitar swings open to reveal the restaurant. Vegas has a lot of great themed restaurants, and this is one of them that dedicates themselves to the full enchilada. Speaking of enchiladas, the empanadas are absolutely fantastic- we never order any less than twice. The experience is tapas-style, so be prepared to order half the menu.",https://taogroup.com/venues/beauty-essex-las-vegas/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweo_RWvQc0RbZq46lAgvWHK7l5_J4ntjSl4zdreMbGoGqpRPlEjdAB-y0ScfmCb6DeP0NbTduOe_9KGcJAlxmvvwcZAlVqbc268boIs3iSW81czBIE3WshGnrsMCf4K3JYm3WG5KxQUZg1hE=w243-h244-n-k-no-nu,,
Vesper,"The Chelsea Tower, 3708 Las Vegas Blvd S Level 1, Las Vegas, NV 89109",Bar,Jeans and a going out top,"This is the perfect bar to stop at before getting in line for a table at the club. There's great theming, unique cocktails, and it's less packed than the traditional Chandelier Bar that's a few steps away. It's perfect for people watching, as it's basically at the entrance, and the couches are quite comfortable. ",https://cosmopolitanlasvegas.mgmresorts.com/en/nightlife/vesper.html,https://lh3.googleusercontent.com/gps-cs-s/AHVAwepfXDIj-QQi-DkVXMsa210UEA6LY9blJrhcTWwfTurSP2d4lhxw46X7qsqW9hCGR5I2Ep3RG2-YCTfuhmklz1QrH1Eq8civTEJkvhZRcni6rawdHL6vpOPZISDS1ALA5J4cZvHk=s1360-w1360-h1020,,
Javier's,"ARIA Resort & Casino, 3730 S Las Vegas Blvd, Las Vegas, NV 89109",Mexican,Chic,"Another chain, I know, but Javier's is a staple for a reason. It's fun, it's high energy, and the Vegas location has the unique charm of being convienently located by several designer stores that are calling your name after a few margaritas. Thin chips, loud music, and good times are had here in excess.",https://aria.mgmresorts.com/en/restaurants/javiers.html,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerGhp4ceRgfK3J16xU0hpxe3MKuw911T1pT9OTp_OI5W_LB79R2G1ZPQHH6pheZ0idksSBGZ_LWY0iuO1thcbnLnEAWLmzRguSj577VyRlP7ehMTpkjkW3IkFjiuDOzz6FGVrGEKaOLEjEy=w289-h312-n-k-no,,
Sea Glass,"Paradise Beach Drive, Suite 34, Paradise Island, Bahamas",Bar,Resort Casual,"Conviently located right as you're stumbling back to the hotel room, this bar feeatures a few slot machines and great music to wind down with a nightcap. There are a few lounge bites if you stop off on your way to dinner or another excursion, but keep in mind it's restricted to Cove guests until 7pm.",https://www.atlantisbahamas.com/dining/sea-glass-lounge,https://lh3.googleusercontent.com/p/AF1QipOjg_3l6Vbb8E_Wrx_z9XZmUFra_cCGoTJLVLj4=w243-h174-n-k-no-nu,,
Fish,"Paradise Beach Dr. Suite 15 Paradise Island N.P, Bahamas",Seafood,Resort Nice,"Jose Andres has done it again. Can you tell he's one of my favorite chefs? I love the Spanish flair that is brought to the fresh seafood at this restaurant, and it's the type of place where you can tell it's fresh. They have a great wine list with a few of my favorite bottles, and the thinnest glasses that my intrusive thoughts want me to take a bite out of. The perfect place to go after spending all day at the beach where you're slightly warm from the sun still.",https://www.fishbyjoseandres.com,https://lh3.googleusercontent.com/p/AF1QipOViMFod0kU6uRTY91TKAyyRyxQi6UOHvy-GOL5=w243-h174-n-k-no-nu,,
Graycliffe,"W Hill St, Nassau, Bahamas",Seafood,Resort Nice,"I know, we're venturing into town for this one. But it's a staple for a reason! One of the original fine dining restaurants, even pre-independence, Graycliffe is one of those places you need to visit once in your life. You don't need to stay there, but you do need to watch the sunset from the top of the hill with a crispy glass of Bahamian rum on the rocks with the slight breeze flowing through the trees. ",https://www.graycliff.com/dining/,https://lh3.googleusercontent.com/p/AF1QipOSiqcGAnNdRyXhwQhwX06mS9cYRZiAtN-SA212=w243-h174-n-k-no-nu,,
Waters,"301 Main St, Fort Worth, TX 76102",Seafood,Nice,"Crab cake. Fish and Chips. Skillet Brownie. A perfect meal to share or all for yourself, the atmosphere is peak downtown Fort Worth. It's the perfect stop before heading to Thompson's Library or Pete's Dueling Piano Bar because it sets the tone so perfectly for a nice night out.",https://www.waterstexas.com,https://lh3.googleusercontent.com/p/AF1QipNrjfZBpVhjyXYTpCu6yZhtD0f_UrhcWQwhbiPS=w243-h174-n-k-no-nu,,
Dutch's,"3009 S University Dr, Fort Worth, TX 76109",Burgers,Any,"This is the perfect place for a quick bite to eat for lunch! Their buns on their burgers are surprisingly incredible, and their salads are always fresh. The atmosphere is a little younger, with an extensive bar to the side. It's the place to go to watch TCU football when it's an away game, and it should be with it being named after the famous TCU football head coach, Dutch Meyer. ""Fight 'em 'til Hell freezes over, then fight 'em on ice.""",https://www.dutchshamburgers.com,https://lh3.googleusercontent.com/gps-cs-s/AHVAwercadVqQrKn5aXlFAMNypxiX8JAh4ermF6mgbUu71OZd__TfOyWn-qSt1lUDkWbq_5d-wVTXu9zNWTFoc4wqtDbE3DKFvwNUPSSZlZ9wtEl6I7ayRJyt5Hci790tCWr_Te2oZE=s1360-w1360-h1020,,
Hotel Particulier,"23 Av. Junot, 75018 Paris, France",Brunch,Chic,"The brunch here is like stepping back into a time capsule. It's a prefix menu, where you pick your choices in each of the three categories, with of course additional things being available off the menu. The pancakes were clearly cooked in butter, as they had that tell-tale ring of crispy deliciousness around the edge, and the eggs benedict were divine. This botique hotel is in the old Hermés family home, with only restorations and not renovations. It's in the gorgeous Montmarre neighborhood, and a short walk  to Sacre Coeur and the rest of that idyllic scenery. Love!",https://www.hotelparticulier.com,https://lh3.googleusercontent.com/p/AF1QipMJPhtdbPkSdApExPmHFGvbyJPOHIjDPWzrFQ2Y=w243-h174-n-k-no-nu,,
Le Sarah Bernhardt,"2 Pl. du Châtelet, 75004 Paris, France",French,Casual,"We happened upon this café when ducking to avoid the fat raindrops that were falling on one afternoon. The onion soup warmed us right up (or maybe it was the wine) and we had a fantastic snack here. As with most Parisian cafes, there is of course a lot more to the menu, but I can only speak in addition to the greatness of the tarte tartain. One of the best I've ever had. ",https://sarahbernhardt-paris.fr,https://lh3.googleusercontent.com/p/AF1QipMVe78UiW0ni48lDytD_wyn06WNu7uudR_FdzRv=w243-h174-n-k-no-nu,,
Lezard Café,"32 Rue Étienne Marcel, 75002 Paris, France",French,Casual,"I was initially attracted to the greenery of the décor, but we stayed for the espresso martinis. There were food options, but we didn't order any because all we were looking for were drinks. The espresso was fresh, the martini glasses chilled, and the ambience was warm, even if the temperature was cold. Beware- as with most Parisian outdoor dining experiences, there are a lot of smokers and vapers. ",https://linktr.ee/lezardcafe_paris,https://lh3.googleusercontent.com/p/AF1QipPUH-1wGKswyys_3wBJhJHJVxY_p1iXfA6tp1WR=w243-h304-n-k-no-nu,,
Bistro de Buci,"12 Rue de Buci, 75006 Paris, France",French,Chic,"I'd definitely recommend dinner here over lunch, as the atmosphere is much more condusive to that. I adored the Boudoir cocktail, and they do in fact have Dissoronno Amaretto (bonus!) in addition to the French classics. Ask for a table outside, so you can watch the people go by in Saint Germain, but if you do sit inside don't get stuck at the table in the corner upstairs. We asked to move. ",https://www.bonjour-ratp.fr/en/poi/6966c1729e7d215887ab0480/,https://lh3.googleusercontent.com/p/AF1QipNGP-39PoWOstMpwWI3F4mbkGOYGS0HyPwSxzDI=w243-h174-n-k-no-nu,,
Restaurant Les Arpents,"5 Rue d'Orange, 37400 Amboise, France",Mystery,Nice,"A phenomenal story from a very interesting restaurant. Two friends decided to open a restaurant where one of them did exclusively front of house, and the other was the chef. Each night, they cook you what they want you to have. The front-of-house guy talks to you a little bit, gets a feel for what you like and may be open to, and it's entirely a surprise what you recieve. Of course, any allergies or dietary restrictions are taken into account, but it is a fun and unique experience that's lurking in the streets of a quaint, storybook town. ",https://restaurant-lesarpents.fr,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoOHGxQbKrAaQxmyiFyWZAE8hq9PfrzRPBBPqi5FSNN8tMdmz5lfG_7rUxxsoD5FxcZlK8vYvFKbDgXYy9iL8i4foPWw1OY-T7Gmavo935ZuWOb4TmlyKSt74Rzmg6NGl8uXXMUknbJypGx=w243-h174-n-k-no-nu,,
Le Raspail,"58 Bd Raspail, 75006 Paris, France",French,Nice-Casual,"This café is right next to one of the universities in Paris, so be prepared for a lot of college-aged French at peak times. I just had drinks here, but the people-watching was outstanding and the atmosphere was young and hip. The table next to us really enjoyed their fries and salads, but we were on our way to dinner after so we did not partake.",https://leraspail.fr,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoCnyYw8ZQdHQ7HV7p8dOFoqUgF2IUFb6UKrwCBjRP7cLv1uCS1tY5vl8heX7zpRM7YBmzaRd_tqY8cylFac0b2G2YwONXANyqHQQG9tFBdzsJPBjdGZmnZKZJPLr7sCqUxnI_X7Q=w289-h312-n-k-no,,
Josephine,"117 Rue du Cherche-Midi, 75006 Paris, France",French,Chic,"If something's been around since 1888, then they must be doing something right. Most weekends are reservation only, something strange for a French place, but it is so worth it. The duck is the speciality of the house (and the logo) but the scallops were also fresh and on a very interesting bed of leeks that made me want to try to cook it at home. The service was impeccable, though that could have been a fluke, and it is so worth going back to again. Quick storytime about how we found this place: a good friend of ours, her husband, and their son all went there and shared the whole duck for two. It was life changing for them. Her husband was in a terrible accident that left him in a hospital for months in Boston, and one of the things that his son said to him was that if he could get better, they could go back and have this amazing duck again. It's literally a life-saving duck.",https://www.josephinechezdumonet.fr/en/,https://lh3.googleusercontent.com/p/AF1QipN-_9pC7A-SZiCa5RWNqml4RQXlvy7xzBPwIF0B=w243-h174-n-k-no-nu,,
Cocorico,"5 Rue du Bac, 75007 Paris, France",French,Chic,"I was reccomended this place by a dear friend who lived in Paris for a while when he was a kid. This was the place he and his family went to to celebrate with something ""boujee"" instead of cooking at home. It did not dissappoint. The classic French boeuf bourgignon was flavorful and rich, and the atmosphere inviting. There are a few locations across Paris, and I'd reccomend it wholeheartedly for a warm meal and a good cocktail.",https://lecocorico.paris,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerePEiTbTUdq1Pwa4Y5wG-Ll1Q66evdhELK8g1ucLd5GyDNOPns_3K5tDQOAMTT1oDE9iB4DVJE55GNyDc0j4bqwizIlTq4FG5r32YYzE44guoztszr22229g8lShv8AWW4H9Dm=w289-h312-n-k-no,,
Pizzeria Popolare,"111 Rue Réaumur, 75002 Paris, France",Italian,Nice-Casual,"Make a reservation here, and the earlier the better. People start lining up outside about fifteen minutes before they open because this is a family-style seating place and once the first round of people come through, then you'll be sat with strangers. A fun concept, to be sure, but a little rushed. This is not a luxurious and languid dinner, this is eating good pizza quickly and moving to the next thing. Definitely reccomend for families with small children, though the limoncello spritz is perfect for the adults in the room.",https://www.circolopopolare.com/restaurants/pizzeriapopolare-paris,https://lh3.googleusercontent.com/gps-cs-s/AHVAwer-L5Qa77tLtJvBkM4jXC_HgxVKtsXVHjamqiZMb09tS_0YzJuXiFTONROjqJY0A7eeAFSfHcffYnVKOzENOtuhmyN0tMn9xEXXJvHj1saWZCAZ-00qqPX34AtxcAB5y7c8pRAS9w=w289-h312-n-k-no,,
Ritz Paris,"15 Pl. Vendôme, 75001 Paris, France",French,Fancy but not black tie,"There's a reason this place is famous. The Ritz is famous for their service, and for good reason. Even if you're just going for a drink at Hemmingway's bar, get there fifteen minutes before opening as there are no reservations and by 5:30 the wait was an hour and a half. If you're looking for something else, the tea service is excellent, though it is a French Tea Service, where everything is patisserie. Worth it just to be able to walk around this magnificent hotel.",https://www.ritzparis.com,https://lh3.googleusercontent.com/p/AF1QipO2bEqMaWEjd183Y3_hUYtd_Y65DhXKZ8q5vzBC=w243-h174-n-k-no-nu,,
Vagenende,"142 Bd Saint-Germain, 75006 Paris, France",French,Nice-Casual,"I've been twice here, and gotten something equally as good but different both times. A good mix of tourists and locals, this brasserie has good vibes, and if you sit in the back there's a waiter who used to be an opera singer. You'll be able to tell which one he is- you can hear it across the restaurant. If you're not alone, the sole meunier is fabulous and prepared tableside, but it is the whole fish.",https://www.en.vagenende.com,https://lh3.googleusercontent.com/gps-cs-s/AHVAwermII1K3Wy5lcrb9BpnXsR9-kPsfyrjLPj5ltrm6lepkogOg-y7J-AeHtshgcSnISLZYCqksjLpL_Uukrip63tTazryBTGxpo9dOzXkdGjFijLBazwMXEUSmgeYWIOGprj8oFKo=w289-h312-n-k-no,,
Amorino,"4 Rue de Buci, 75006 Paris, France",Ice Cream,Casual,"I think this chain exists in the US as well, but these are dotted all along Paris. The gelato is the perfect snack as you walk leisurely back to your hotel, passing the nightlife and excitement of the streets, and it's reasonably priced. ",https://www.amorino.com/en-us,https://lh3.googleusercontent.com/gps-cs-s/AHVAweq20Ymg51GUxEzpn5QLeMnM8Gr_hIL1QYeznCYAtskeDnHmg7PwuRxoWmRemKKYwUqRcuND54qJH5GP6Z3ApO6NmhNOBUHz-s8GfopvQub-Civ3XVmce9_o1xeWCZShsZuraJIRxO1wAcYl=w243-h174-n-k-no-nu,,
Maison Thevenin,"6 Rue de Buci, 75006 Paris, France",Patisserie,Any,"Go early in the morning for the warm and fresh croissants and baguettes. I know, everywhere in France has great bread, blah blah whatever, this place has a fantastic baguette that will be half eaten by the time you get where you're going.",https://www.maisonthevenin.fr,https://lh3.googleusercontent.com/gps-cs-s/AHVAwerLGxgqsnspmlifWA9RRT4xterG5OnKRtTzIkFeUXY6-XqG-pNxe_jVpbfqnOTggtSiT69xJ5dSPWfX0IL4ccIg0M7chjhgms3GjxoM9Nblv-fwU2LiaHzjSfVaPYoSkh8p_qEbxRI2vwwj=w141-h141-n-k-no-nu,,
Patisserie Bigot,"2 Rue nationale, 37400 Amboise, France",Patisserie,Any,"The best tarte tartin that I've ever had. The family who owns this patisserie is the same as when it opened in the 17th century, and one of the oldest in the area. If you're looking for more than just a dessert, the omlettes are fantastic and so is the quiche. There's a great view of Chateau Montmarte as you're eating outside, which only adds to the surreal feeling of being in a once-medieval town.",https://maisonbigot.fr,https://lh3.googleusercontent.com/p/AF1QipOGJlH7LEnVmar-DF0OsgX0Q_ED4mwKeB8EZD25=w243-h406-n-k-no-nu,,
Chenonceau Bout,"37150 Chenonceaux, France",Snacks,Casual,"A place to get a snack while getting the grand tour of the Ladies Castle grounds. If you go during the summer, they open up both sides, through the other side of the Loire River. It's about the atmosphere of stepping back in time, and oh so worth it. ",https://www.chenonceau.com/en/,https://lh3.googleusercontent.com/gps-cs-s/AHVAweoj31R9L4_GHPaw7m19K-UZFwCVwsZmH9yLcDVEioENnZuyWC7ypwQFSxK11RUNPpfop8tQNp7JWLtu1whlHgAVDiU1t95EkFGN15vEqTVx0JoGORI3w2_T7PWocRocSuowcIItuNjvDpis=s1360-w1360-h1020,,
Chez Bruno,"40 Pl. Michel Debré, 37400 Amboise, France",French,Casual,"The chef of this restaurant also has a family winery in the Loire Valley, something that is pretty common for the area. You can feel the love and care that is put into each dish, and the specials are always worth looking into.",https://www.restaurantbruno.com/en/menus,https://lh3.googleusercontent.com/gps-cs-s/AHVAweqZAPC6DXzeNkVv-ww2wUZfoaUILV4u3idiywl8tfnzt_LXgsxiLOB2COz2HOujfMhPEFdnMDgPIdGxS2gUDy6MFgf8u4BtnxS8l5-F4PWyi31WFMkXzWPJqXVYnQ7LD8k3btiWug=s1360-w1360-h1020,,
La Maison d'Isabelle,"47ter Bd Saint-Germain, 75005 Paris, France",Patisserie,Any,"Voted the best croissant in Paris… and they're right. Be prepared for the long lines, but oh my heavens it is worth it.",https://www.instagram.com/maison_isabelle_paris/?hl=en,https://lh3.googleusercontent.com/gps-cs-s/AHVAweraDlcK4FzzQOGTJVJkfXs02pd-W14mlca_YT7b-Xx9-rG3Fa8v2K3E0g4oiAnv_V6jtoagPL2jqSUqqvPOHNaFzPFMMieok7X49idx4Hakit4hYnYEA_xm6T7-oU2FuBacoWX5mXylKwQ=w243-h174-n-k-no-nu,,
